A,B,C,D,E,F
67,8,37,24,15,1
12,8,46,4,75,0
49,14,38,24,15,1
72,2,45,1,84,1
51,1,35,27,6,0
27,11,44,13,48,1
93,15,9,19,30,1
80,2,10,23,18,0
24,19,33,9,60,1
99,9,4,15,42,1
76,2,40,7,66,1
36,1,33,20,27,0
68,8,19,19,30,1
58,16,18,22,21,1
15,19,0,2,81,0
50,11,46,29,0,1
15,15,43,11,54,1
59,19,47,10,57,1
54,18,0,16,39,0
5,0,24,17,36,0
66,7,45,18,33,1
71,1,17,11,54,0
82,0,4,14,45,0
66,19,42,6,69,1
77,10,32,22,21,1
60,7,26,25,12,1
45,14,35,20,27,1
77,18,45,1,84,1
96,1,20,11,54,1
62,8,27,6,69,1
45,17,20,22,21,1
9,14,6,17,36,0
0,4,47,5,72,0
11,8,4,27,6,0
83,6,0,17,36,0
69,13,26,5,72,1
92,11,28,3,78,1
72,4,38,5,72,1
99,5,26,22,21,1
13,19,28,22,21,0
20,17,14,4,75,0
68,15,28,23,18,1
17,0,16,11,54,0
79,7,21,5,72,1
2,5,12,12,51,0
76,9,22,19,30,1
25,12,23,0,87,0
23,11,8,6,69,0
18,18,15,25,12,0
81,12,11,9,60,1
8,11,22,26,9,0
19,16,29,1,84,0
70,0,5,10,57,0
66,15,44,0,87,1
26,9,43,5,72,1
79,9,6,2,81,0
51,12,1,5,72,0
5,10,48,23,18,0
75,15,22,17,36,1
51,4,12,12,51,0
29,17,49,14,45,1
1,10,38,24,15,0
62,8,23,17,36,1
71,11,32,18,33,1
54,15,47,7,66,1
40,6,36,23,18,0
62,2,23,8,63,0
28,3,44,28,3,0
87,2,30,23,18,1
34,19,44,5,72,1
74,11,42,16,39,1
22,19,28,6,69,1
40,18,36,27,6,1
27,1,14,28,3,0
69,4,3,0,87,0
95,0,1,12,51,0
40,13,35,7,66,1
7,9,9,26,9,0
66,9,10,23,18,0
77,18,30,20,27,1
97,6,23,27,6,1
10,8,8,11,54,0
16,5,47,19,30,0
95,1,30,25,12,1
99,10,19,13,48,1
99,3,42,3,78,1
86,8,16,1,84,1
10,4,11,1,84,0
37,6,39,15,42,0
63,4,31,15,42,1
71,9,16,16,39,1
6,16,42,11,54,1
61,10,45,18,33,1
98,2,36,29,0,1
73,18,17,10,57,1
58,10,40,26,9,1
0,8,36,28,3,0
25,19,7,29,0,0
40,15,22,28,3,1
11,14,14,6,69,0
94,11,15,15,42,1
33,18,15,17,36,0
94,10,48,9,60,1
17,18,19,18,33,0
8,8,12,6,69,0
92,16,30,4,75,1
58,19,18,6,69,1
86,15,5,29,0,1
80,19,19,8,63,1
51,8,12,10,57,0
17,17,2,8,63,0
24,3,41,11,54,0
63,1,5,0,87,0
88,1,16,8,63,0
22,10,37,2,81,0
7,16,2,28,3,0
24,1,10,21,24,0
87,17,36,16,39,1
76,15,12,25,12,1
21,17,9,3,78,0
12,5,31,8,63,0
28,18,23,2,81,1
62,3,46,2,81,1
25,16,11,25,12,0
35,6,48,6,69,1
31,14,17,12,51,0
55,19,16,27,6,1
66,18,22,8,63,1
81,14,3,17,36,1
60,16,11,7,66,1
95,15,2,2,81,1
37,13,21,23,18,0
16,6,40,7,66,0
0,19,3,5,72,0
63,12,14,21,24,1
91,19,19,2,81,1
83,1,26,18,33,1
15,13,4,5,72,0
64,0,28,1,84,0
12,11,34,11,54,0
68,3,26,8,63,1
90,13,0,15,42,1
2,2,43,27,6,0
5,17,44,17,36,1
1,8,10,24,15,0
15,1,17,8,63,0
34,11,7,7,66,0
76,12,3,17,36,1
4,6,39,23,18,0
4,12,41,27,6,0
97,8,3,20,27,1
25,13,43,21,24,1
77,7,22,8,63,1
15,5,12,13,48,0
17,9,5,11,54,0
95,10,4,24,15,1
66,14,29,15,42,1
78,10,7,4,75,1
97,13,17,28,3,1
0,7,17,27,6,0
76,17,5,26,9,1
24,19,25,6,69,1
23,19,23,9,60,0
38,14,41,10,57,1
96,14,38,28,3,1
29,10,21,28,3,0
16,5,33,8,63,0
56,15,40,8,63,1
74,15,9,9,60,1
55,16,12,9,60,1
47,14,19,25,12,1
97,11,44,6,69,1
96,2,1,13,48,0
56,10,3,4,75,0
55,9,26,22,21,1
37,8,37,4,75,1
51,10,26,10,57,1
40,18,18,8,63,1
82,15,44,3,78,1
49,18,9,24,15,1
6,16,24,13,48,0
55,12,18,28,3,1
75,10,21,6,69,1
64,3,36,9,60,1
83,18,15,11,54,1
56,10,3,14,45,0
73,10,12,18,33,1
88,2,46,20,27,1
90,10,15,10,57,1
65,9,19,18,33,1
68,10,16,14,45,1
90,11,21,16,39,1
1,10,5,8,63,0
13,6,24,4,75,0
81,11,36,23,18,1
70,0,35,1,84,1
53,15,5,4,75,0
1,3,1,11,54,0
91,18,12,25,12,1
65,7,26,9,60,1
10,11,43,17,36,0
34,17,45,23,18,1
31,14,49,8,63,1
88,10,4,7,66,1
47,6,36,7,66,1
21,14,35,6,69,1
0,18,46,26,9,1
59,9,45,12,51,1
0,16,42,7,66,0
80,8,34,26,9,1
94,19,49,2,81,1
33,19,6,5,72,0
18,0,26,28,3,0
20,2,6,3,78,0
37,5,34,14,45,0
71,8,35,23,18,1
53,16,36,13,48,1
43,11,35,6,69,1
25,18,5,9,60,0
1,10,22,21,24,0
8,7,43,0,87,0
12,5,48,18,33,0
2,3,5,20,27,0
15,2,28,13,48,0
14,15,14,23,18,0
64,5,42,14,45,1
10,15,9,24,15,0
47,3,18,24,15,0
62,2,11,12,51,0
73,1,43,10,57,1
14,17,33,13,48,0
17,0,9,26,9,0
74,10,16,27,6,1
45,17,5,19,30,0
14,6,1,20,27,0
35,0,29,20,27,0
99,15,18,19,30,1
22,13,30,16,39,0
67,14,21,12,51,1
14,18,41,7,66,1
86,2,25,5,72,1
13,4,27,4,75,0
31,12,16,4,75,0
12,1,48,17,36,0
59,13,37,21,24,1
14,12,37,5,72,0
35,0,4,17,36,0
10,1,16,24,15,0
62,19,8,2,81,1
89,5,43,7,66,1
60,7,49,19,30,1
36,15,9,21,24,0
87,17,6,22,21,1
46,4,48,29,0,1
91,19,40,2,81,1
77,6,47,25,12,1
0,8,17,27,6,0
55,7,29,19,30,1
56,18,49,10,57,1
94,5,43,1,84,1
77,9,11,16,39,1
52,8,42,16,39,1
25,8,48,19,30,1
71,8,3,21,24,0
52,4,32,12,51,0
86,10,21,21,24,1
77,0,47,26,9,1
46,12,8,8,63,0
6,2,45,4,75,0
61,7,13,29,0,0
56,19,31,8,63,1
37,17,45,12,51,1
66,17,38,3,78,1
28,10,15,9,60,0
70,14,9,24,15,1
59,14,47,8,63,1
36,2,37,24,15,0
51,16,38,25,12,1
38,2,31,6,69,0
51,4,44,1,84,1
19,11,27,25,12,0
5,17,14,16,39,0
3,8,32,9,60,0
36,5,37,28,3,0
9,16,10,27,6,0
59,3,27,25,12,0
69,0,14,7,66,0
62,9,25,2,81,1
17,13,0,29,0,0
68,13,22,3,78,1
47,18,18,26,9,1
69,8,35,10,57,1
45,3,33,26,9,0
29,10,10,26,9,0
63,3,47,17,36,1
46,7,49,15,42,1
41,7,42,6,69,1
82,19,43,2,81,1
30,8,34,14,45,0
98,6,13,6,69,1
10,13,9,10,57,0
65,15,11,27,6,1
91,2,20,7,66,1
26,1,5,17,36,0
19,13,34,26,9,0
59,11,32,22,21,1
19,16,8,12,51,0
79,2,3,14,45,0
81,12,13,21,24,1
53,10,4,0,87,0
83,6,44,23,18,1
56,9,20,4,75,0
31,1,1,21,24,0
31,10,19,6,69,0
95,6,0,6,69,0
30,17,24,26,9,1
8,15,49,19,30,1
66,18,12,8,63,1
53,4,17,27,6,0
56,3,21,8,63,0
39,12,33,29,0,1
16,2,36,15,42,0
93,12,3,29,0,1
69,17,46,21,24,1
93,9,8,2,81,1
45,18,1,11,54,0
65,16,0,17,36,0
65,0,22,10,57,0
51,11,28,29,0,1
68,1,3,9,60,0
38,7,11,28,3,0
47,1,40,19,30,0
81,4,38,26,9,1
54,10,5,15,42,0
75,17,9,13,48,1
69,19,47,7,66,1
49,15,41,24,15,1
52,7,45,2,81,1
44,15,15,21,24,0
18,7,15,15,42,0
97,9,19,24,15,1
70,11,17,26,9,1
25,8,45,15,42,1
27,14,33,10,57,1
33,2,17,27,6,0
71,12,32,26,9,1
42,7,6,3,78,0
60,1,17,10,57,0
40,3,16,28,3,0
40,10,7,11,54,0
81,2,45,21,24,1
10,18,11,12,51,0
62,1,45,19,30,1
42,16,1,29,0,0
83,10,43,23,18,1
39,11,19,29,0,0
0,12,48,6,69,0
35,6,10,6,69,0
83,2,3,15,42,0
99,19,5,1,84,1
4,13,35,14,45,0
56,0,37,0,87,0
5,6,1,7,66,0
33,3,47,7,66,0
56,18,42,3,78,1
93,9,27,21,24,1
24,19,12,7,66,0
20,7,1,19,30,0
80,14,9,18,33,1
6,5,35,18,33,0
45,17,16,2,81,1
9,15,33,0,87,0
74,13,17,25,12,1
19,0,12,2,81,0
62,4,33,22,21,1
75,0,41,5,72,1
4,16,0,5,72,0
57,19,40,21,24,1
43,9,7,25,12,0
52,6,23,25,12,0
65,19,49,7,66,1
64,12,30,14,45,1
55,3,49,3,78,1
45,12,43,19,30,1
23,6,48,22,21,0
44,14,17,6,69,0
16,18,42,7,66,1
7,17,5,11,54,0
33,0,44,28,3,0
13,7,30,2,81,0
90,13,10,21,24,1
95,16,9,16,39,1
76,14,49,9,60,1
74,19,35,16,39,1
8,3,33,17,36,0
85,2,21,29,0,1
15,19,41,17,36,1
47,3,35,29,0,0
49,5,37,24,15,1
33,7,27,26,9,0
55,12,48,10,57,1
27,16,30,0,87,1
55,5,13,5,72,0
72,10,21,17,36,1
93,1,24,28,3,1
53,12,18,27,6,1
5,2,45,19,30,0
62,14,30,9,60,1
91,2,44,26,9,1
97,10,30,13,48,1
21,10,39,17,36,0
41,6,22,4,75,0
58,19,8,2,81,1
12,16,21,25,12,0
83,11,48,19,30,1
30,7,42,1,84,0
88,3,17,8,63,1
27,3,14,26,9,0
62,0,12,15,42,0
62,0,4,17,36,0
13,1,25,16,39,0
71,17,42,4,75,1
84,8,23,8,63,1
1,4,7,22,21,0
52,18,13,21,24,1
61,0,37,3,78,1
36,0,38,26,9,0
22,13,5,24,15,0
0,15,43,20,27,0
9,3,48,0,87,0
33,13,28,15,42,0
76,5,6,14,45,0
87,19,13,16,39,1
19,2,20,25,12,0
42,13,31,5,72,1
27,9,40,4,75,0
54,0,3,17,36,0
85,7,35,12,51,1
46,12,18,16,39,0
51,10,22,19,30,0
83,4,23,8,63,1
35,5,44,4,75,1
65,17,8,20,27,1
3,18,25,5,72,0
48,2,10,2,81,0
99,1,33,6,69,1
73,16,16,9,60,1
89,9,26,24,15,1
83,5,31,27,6,1
12,18,46,10,57,1
74,4,25,0,87,1
36,15,16,10,57,0
40,4,17,10,57,0
53,9,43,14,45,1
84,5,14,25,12,1
44,12,6,0,87,0
19,6,20,20,27,0
64,5,33,6,69,1
86,12,41,16,39,1
86,15,12,9,60,1
37,19,3,22,21,0
53,1,6,18,33,0
40,15,19,5,72,0
41,7,3,24,15,0
52,3,41,5,72,1
42,11,44,23,18,1
64,17,37,4,75,1
61,9,6,2,81,0
14,16,43,16,39,1
26,13,0,21,24,0
53,16,32,24,15,1
48,13,14,14,45,0
41,5,27,21,24,0
7,8,26,25,12,0
7,4,45,5,72,0
13,11,24,18,33,0
73,7,19,17,36,1
1,13,18,4,75,0
88,2,43,29,0,1
8,16,17,7,66,0
5,15,32,7,66,0
61,18,37,7,66,1
15,2,2,7,66,0
52,8,7,4,75,0
22,19,30,22,21,1
74,4,7,18,33,0
78,1,13,13,48,0
79,10,13,18,33,1
28,0,32,6,69,0
52,0,47,29,0,1
55,18,10,23,18,1
39,4,23,29,0,0
0,13,30,6,69,0
61,12,28,28,3,1
77,4,13,14,45,0
17,1,38,7,66,0
54,15,44,11,54,1
17,19,46,12,51,1
70,13,20,24,15,1
92,7,3,6,69,1
13,19,36,26,9,1
10,4,40,29,0,0
72,16,2,0,87,1
69,10,36,5,72,1
30,13,32,0,87,1
19,9,38,28,3,0
21,3,7,20,27,0
99,4,15,2,81,1
14,10,27,9,60,0
36,16,46,3,78,1
90,13,18,5,72,1
3,15,38,21,24,0
17,15,16,1,84,0
98,17,27,21,24,1
52,8,12,4,75,0
51,7,18,0,87,0
96,3,15,20,27,1
2,17,47,25,12,1
99,6,35,12,51,1
65,19,27,14,45,1
19,9,47,23,18,1
90,0,24,18,33,1
55,11,21,3,78,1
43,11,19,20,27,0
17,0,48,23,18,0
5,7,27,17,36,0
8,4,8,18,33,0
47,10,8,12,51,0
81,5,7,12,51,0
88,17,42,25,12,1
81,3,18,9,60,1
80,4,36,20,27,1
57,16,18,23,18,1
7,0,22,4,75,0
95,0,15,4,75,1
45,10,37,0,87,1
5,7,26,14,45,0
21,13,11,10,57,0
13,7,47,19,30,0
97,11,45,23,18,1
21,11,34,1,84,0
62,13,30,12,51,1
24,4,14,10,57,0
80,18,8,21,24,1
22,19,9,0,87,0
54,18,40,9,60,1
82,5,41,29,0,1
13,5,18,15,42,0
62,13,5,10,57,0
45,19,45,11,54,1
84,10,26,26,9,1
15,11,27,6,69,0
67,2,45,20,27,1
3,11,35,10,57,0
41,18,7,23,18,0
46,3,4,18,33,0
50,16,32,21,24,1
26,6,35,16,39,0
40,7,13,4,75,0
2,2,2,2,81,0
96,16,1,10,57,1
1,13,26,2,81,0
83,14,22,11,54,1
88,16,36,6,69,1
72,5,18,6,69,0
26,13,33,6,69,0
74,16,5,5,72,1
43,18,49,14,45,1
20,5,31,28,3,0
99,3,8,12,51,1
78,5,36,11,54,1
12,15,23,9,60,0
77,2,16,20,27,0
14,10,37,1,84,0
90,8,40,13,48,1
69,19,35,26,9,1
61,18,20,25,12,1
40,4,15,19,30,0
14,16,19,23,18,0
90,10,27,15,42,1
50,12,32,8,63,1
75,8,8,2,81,0
87,2,37,0,87,1
15,17,13,17,36,0
48,15,9,17,36,0
52,17,9,13,48,1
70,4,30,11,54,1
55,11,43,19,30,1
97,9,5,18,33,1
93,11,2,14,45,1
72,3,34,26,9,1
51,13,21,4,75,1
16,16,0,26,9,0
32,9,45,19,30,1
0,7,19,12,51,0
27,3,22,20,27,0
51,2,11,27,6,0
33,15,12,19,30,0
75,14,23,2,81,1
74,16,4,0,87,1
64,0,24,20,27,0
61,2,33,14,45,1
48,17,7,16,39,0
77,7,1,24,15,0
29,15,28,12,51,1
27,9,26,25,12,0
21,4,20,20,27,0
28,14,35,7,66,1
17,19,16,9,60,0
68,16,49,4,75,1
4,8,3,22,21,0
89,3,14,17,36,1
14,12,7,4,75,0
50,18,43,17,36,1
93,9,44,28,3,1
12,19,43,15,42,1
32,17,16,20,27,0
75,8,43,25,12,1
22,2,26,7,66,0
97,19,30,22,21,1
50,18,43,1,84,1
65,11,49,4,75,1
51,14,1,21,24,0
60,0,27,28,3,0
29,3,29,8,63,0
58,18,1,17,36,0
3,11,4,0,87,0
59,13,27,22,21,1
2,15,2,24,15,0
70,18,42,8,63,1
40,10,47,21,24,1
68,16,27,6,69,1
69,5,0,8,63,0
44,5,22,27,6,0
56,17,12,6,69,1
73,19,33,20,27,1
5,16,15,17,36,0
25,0,48,6,69,0
55,2,13,10,57,0
86,7,12,17,36,1
36,18,46,9,60,1
45,12,21,24,15,0
3,8,29,14,45,0
33,15,44,23,18,1
33,19,15,29,0,0
47,2,14,29,0,0
99,8,19,2,81,1
16,6,43,10,57,0
21,19,33,25,12,1
66,18,11,4,75,1
28,16,24,1,84,0
57,18,27,13,48,1
7,15,13,15,42,0
25,9,12,5,72,0
90,12,11,14,45,1
94,6,47,13,48,1
73,0,28,4,75,0
51,13,7,11,54,0
24,18,24,22,21,0
99,14,47,17,36,1
1,6,19,13,48,0
18,3,26,20,27,0
76,17,17,23,18,1
59,15,1,14,45,0
23,2,42,21,24,0
76,15,43,3,78,1
63,17,27,19,30,1
7,15,9,5,72,0
78,2,22,18,33,1
46,11,38,7,66,1
35,15,28,13,48,1
35,13,33,15,42,1
71,18,20,15,42,1
37,6,21,14,45,0
77,5,29,27,6,1
4,10,23,10,57,0
97,6,4,8,63,1
64,5,47,14,45,1
74,11,46,21,24,1
24,11,4,5,72,0
84,10,37,22,21,1
11,4,6,16,39,0
22,14,48,16,39,1
80,19,27,12,51,1
62,12,6,4,75,0
2,4,23,2,81,0
84,1,37,6,69,1
94,16,10,15,42,1
54,3,37,10,57,1
73,8,41,28,3,1
75,11,31,8,63,1
73,17,0,13,48,1
72,3,24,19,30,1
97,8,29,27,6,1
82,7,9,28,3,1
46,4,36,25,12,0
61,3,43,6,69,1
31,2,43,19,30,0
87,6,35,14,45,1
42,3,46,10,57,1
75,12,10,3,78,1
89,13,18,25,12,1
39,7,33,24,15,0
32,1,49,12,51,0
38,1,11,15,42,0
38,13,31,7,66,1
21,0,29,14,45,0
98,3,11,17,36,1
44,7,4,3,78,0
75,19,37,5,72,1
33,7,47,20,27,1
65,18,19,14,45,1
17,7,31,12,51,0
25,15,3,14,45,0
68,2,38,10,57,1
21,13,32,15,42,0
93,10,0,10,57,1
85,2,9,6,69,0
46,15,1,2,81,0
96,9,47,10,57,1
23,10,32,0,87,0
21,8,29,26,9,0
7,8,40,8,63,0
9,7,2,22,21,0
68,6,49,15,42,1
88,5,14,20,27,1
24,6,41,29,0,0
24,6,23,5,72,0
18,18,9,9,60,0
38,9,23,2,81,0
44,18,4,0,87,0
97,19,40,14,45,1
72,15,37,15,42,1
51,10,42,8,63,1
22,5,33,28,3,0
6,12,47,5,72,0
23,16,22,22,21,0
18,2,6,20,27,0
91,5,39,6,69,1
4,4,46,11,54,0
83,7,6,4,75,0
73,0,49,4,75,1
84,19,46,26,9,1
39,7,5,4,75,0
94,2,23,9,60,1
17,17,6,0,87,0
33,10,15,3,78,0
48,13,45,28,3,1
30,2,14,16,39,0
4,17,33,3,78,0
17,19,31,12,51,1
35,4,40,26,9,0
41,4,49,8,63,1
47,19,22,13,48,1
97,4,48,17,36,1
99,14,4,8,63,1
10,11,34,3,78,0
26,5,43,13,48,0
91,18,8,20,27,1
58,10,9,3,78,0
83,8,45,7,66,1
53,14,10,20,27,0
9,13,0,13,48,0
40,6,4,16,39,0
48,2,46,16,39,1
86,10,3,8,63,1
48,17,29,7,66,1
50,1,7,19,30,0
73,3,38,16,39,1
2,1,32,4,75,0
81,4,27,27,6,1
97,11,39,21,24,1
69,15,46,26,9,1
88,7,46,14,45,1
11,16,8,18,33,0
79,9,29,12,51,1
59,0,38,6,69,1
92,12,18,14,45,1
31,5,20,29,0,0
95,14,41,4,75,1
22,9,10,14,45,0
32,2,19,28,3,0
71,19,37,16,39,1
67,4,28,22,21,1
32,17,29,12,51,1
74,10,24,17,36,1
1,7,41,17,36,0
84,2,8,24,15,0
89,6,33,28,3,1
30,2,13,27,6,0
38,17,9,16,39,0
56,6,7,28,3,0
4,5,42,23,18,0
65,15,40,25,12,1
36,8,42,24,15,1
94,14,3,5,72,1
5,1,44,8,63,0
49,2,33,4,75,0
70,17,41,18,33,1
42,6,20,13,48,0
13,14,21,0,87,0
50,6,17,9,60,0
4,12,48,11,54,0
80,2,29,10,57,1
69,10,43,19,30,1
64,6,37,26,9,1
28,1,24,27,6,0
9,1,24,21,24,0
32,7,41,5,72,0
62,17,20,12,51,1
1,1,7,0,87,0
52,1,14,8,63,0
30,17,28,7,66,1
77,15,23,7,66,1
55,10,42,13,48,1
29,1,47,2,81,0
77,3,17,13,48,0
93,13,16,8,63,1
20,17,24,13,48,0
26,7,35,1,84,0
59,13,31,20,27,1
98,1,39,24,15,1
1,14,49,12,51,1
88,1,34,2,81,1
47,7,10,27,6,0
22,11,32,1,84,0
27,18,0,16,39,0
28,6,42,13,48,0
18,0,10,10,57,0
50,1,49,1,84,1
91,16,7,16,39,1
62,6,44,13,48,1
48,16,32,5,72,1
40,9,27,16,39,0
68,13,10,5,72,1
46,7,47,3,78,1
98,9,23,17,36,1
10,17,29,28,3,0
92,14,47,10,57,1
26,15,1,23,18,0
60,10,12,2,81,0
10,15,6,29,0,0
59,19,29,9,60,1
50,9,19,28,3,0
74,1,18,17,36,0
50,13,30,2,81,1
22,2,17,1,84,0
22,17,10,17,36,0
72,1,35,27,6,1
98,0,29,11,54,1
71,0,29,13,48,0
16,19,5,29,0,0
80,10,37,1,84,1
19,7,1,6,69,0
1,12,3,11,54,0
32,19,23,5,72,1
96,10,36,28,3,1
53,17,43,2,81,1
27,19,21,16,39,1
32,19,5,1,84,0
39,3,27,24,15,0
26,2,19,15,42,0
82,18,10,26,9,1
96,17,49,7,66,1
37,8,43,5,72,1
0,3,28,16,39,0
83,13,35,14,45,1
79,1,23,11,54,1
35,2,48,9,60,0
98,7,20,25,12,1
18,16,47,8,63,1
86,14,28,25,12,1
37,3,31,26,9,0
50,10,5,2,81,0
75,16,21,25,12,1
37,15,46,21,24,1
25,19,11,19,30,0
44,7,10,8,63,0
29,11,14,5,72,0
40,5,10,7,66,0
88,5,34,21,24,1
58,10,44,13,48,1
0,2,22,8,63,0
92,1,24,24,15,1
53,14,1,4,75,0
52,14,37,10,57,1
26,13,40,0,87,1
18,10,33,28,3,0
59,3,46,6,69,1
68,16,46,28,3,1
5,16,40,5,72,0
6,19,43,7,66,1
99,18,45,29,0,1
43,14,4,10,57,0
11,14,44,16,39,1
19,14,1,8,63,0
60,1,32,3,78,0
80,8,12,1,84,1
91,3,44,4,75,1
14,6,23,11,54,0
78,18,0,14,45,1
14,11,19,18,33,0
15,16,1,12,51,0
97,6,5,9,60,1
28,11,27,0,87,0
54,0,21,1,84,0
65,4,44,18,33,1
83,9,29,29,0,1
3,2,44,5,72,0
18,5,49,18,33,0
4,3,34,28,3,0
76,1,43,2,81,1
44,14,32,26,9,1
35,2,14,22,21,0
97,4,38,4,75,1
47,12,49,10,57,1
90,13,23,25,12,1
23,5,16,11,54,0
31,1,47,16,39,0
49,3,3,11,54,0
21,13,40,27,6,1
82,1,32,0,87,1
40,3,18,12,51,0
20,18,35,10,57,1
8,8,12,16,39,0
43,1,43,29,0,0
20,16,0,12,51,0
10,0,44,25,12,0
37,13,16,21,24,0
41,18,24,5,72,1
46,18,45,12,51,1
52,11,44,11,54,1
1,9,31,4,75,0
3,10,29,20,27,0
88,11,26,3,78,1
82,6,29,22,21,1
96,7,43,16,39,1
35,11,43,20,27,1
48,6,42,28,3,1
56,6,0,10,57,0
79,1,47,16,39,1
60,17,33,9,60,1
31,15,30,21,24,1
12,8,27,22,21,0
35,17,42,1,84,1
36,17,27,16,39,1
19,16,9,17,36,0
46,4,44,7,66,1
6,2,13,25,12,0
47,0,22,26,9,0
57,7,20,5,72,0
75,17,16,6,69,1
22,3,36,23,18,0
20,15,19,4,75,0
13,19,9,27,6,0
38,14,21,29,0,0
81,16,13,20,27,1
89,12,37,17,36,1
98,7,34,12,51,1
6,2,26,25,12,0
37,13,37,9,60,1
67,16,25,0,87,1
89,6,20,29,0,1
79,6,32,5,72,1
38,10,42,1,84,1
86,18,14,25,12,1
63,5,37,2,81,1
49,13,4,23,18,0
50,1,9,18,33,0
0,6,40,28,3,0
84,4,40,21,24,1
58,6,21,7,66,0
41,8,37,24,15,1
38,4,13,12,51,0
62,5,23,0,87,0
27,2,22,19,30,0
97,15,12,3,78,1
87,18,2,15,42,1
71,19,18,10,57,1
1,19,3,22,21,0
89,19,34,14,45,1
29,17,34,7,66,1
76,18,13,25,12,1
21,4,11,15,42,0
99,2,28,17,36,1
93,17,10,29,0,1
60,11,21,20,27,1
7,18,30,14,45,0
6,9,45,1,84,0
74,19,48,29,0,1
26,10,21,20,27,0
17,10,19,10,57,0
64,3,44,24,15,1
75,7,22,6,69,1
94,13,33,18,33,1
20,15,29,29,0,0
73,17,24,23,18,1
21,4,11,4,75,0
63,3,1,26,9,0
39,2,11,8,63,0
91,0,3,0,87,0
80,6,42,8,63,1
20,9,7,0,87,0
95,17,18,24,15,1
77,19,28,16,39,1
44,0,10,24,15,0
55,5,2,8,63,0
45,18,30,19,30,1
11,18,15,5,72,0
21,18,14,23,18,0
48,15,32,21,24,1
42,19,26,11,54,1
62,7,30,2,81,1
0,4,26,8,63,0
54,14,41,27,6,1
83,13,12,18,33,1
83,12,4,28,3,1
35,5,15,21,24,0
90,2,30,4,75,1
26,10,21,4,75,0
63,15,11,4,75,1
45,2,32,8,63,0
42,6,15,9,60,0
93,8,8,21,24,1
81,17,20,20,27,1
1,4,44,28,3,0
4,9,36,17,36,0
0,5,9,17,36,0
21,11,13,29,0,0
55,0,2,16,39,0
87,19,34,3,78,1
30,9,23,5,72,0
53,0,35,22,21,0
69,3,17,5,72,0
29,15,9,29,0,0
82,2,46,18,33,1
90,1,35,9,60,1
51,8,41,24,15,1
10,17,42,9,60,1
71,16,15,0,87,1
56,4,1,8,63,0
93,4,6,27,6,0
89,19,11,7,66,1
34,14,24,5,72,0
95,16,49,10,57,1
37,8,30,7,66,0
91,12,46,4,75,1
19,17,25,21,24,0
61,18,35,19,30,1
99,8,28,17,36,1
5,15,26,20,27,0
63,5,49,10,57,1
91,11,41,11,54,1
64,17,23,0,87,1
49,11,17,0,87,0
99,16,30,6,69,1
80,4,39,0,87,1
75,10,6,4,75,0
90,3,22,15,42,1
28,7,23,2,81,0
35,4,16,25,12,0
8,17,12,16,39,0
93,16,37,13,48,1
32,9,36,21,24,0
83,16,44,13,48,1
67,17,18,9,60,1
16,8,45,16,39,0
54,14,44,27,6,1
49,8,38,28,3,1
48,10,44,1,84,1
67,3,2,26,9,0
29,16,9,27,6,0
59,6,42,20,27,1
92,13,3,10,57,1
74,16,20,23,18,1
63,17,30,20,27,1
36,4,47,0,87,1
8,15,26,25,12,0
44,0,1,11,54,0
47,8,39,5,72,1
81,13,15,7,66,1
75,12,5,21,24,1
84,1,16,29,0,0
47,2,2,16,39,0
22,12,31,11,54,0
77,1,22,21,24,0
57,18,36,0,87,1
41,8,32,21,24,0
38,8,12,8,63,0
24,1,13,25,12,0
32,0,30,18,33,0
87,3,41,23,18,1
87,14,4,29,0,1
41,4,37,15,42,0
61,2,9,21,24,0
37,8,33,3,78,0
4,1,29,7,66,0
33,6,42,1,84,0
44,17,34,16,39,1
49,12,23,7,66,1
84,3,22,22,21,1
89,1,26,13,48,1
86,7,49,28,3,1
63,19,25,1,84,1
56,15,0,16,39,0
57,3,44,4,75,1
77,6,6,18,33,0
68,10,12,14,45,1
17,12,31,19,30,0
53,12,47,19,30,1
75,19,13,12,51,1
56,3,18,21,24,0
87,4,40,11,54,1
33,0,18,10,57,0
42,10,20,15,42,0
80,11,30,26,9,1
51,7,14,9,60,0
83,9,28,15,42,1
78,8,24,15,42,1
79,1,20,4,75,0
10,14,45,9,60,1
63,14,31,26,9,1
91,7,43,17,36,1
76,10,33,2,81,1
86,18,9,2,81,1
98,17,21,0,87,1
42,12,26,1,84,1
65,14,30,4,75,1
73,4,4,8,63,0
80,3,28,5,72,1
22,2,23,23,18,0
81,12,40,3,78,1
30,14,49,29,0,1
32,8,37,25,12,0
72,3,38,27,6,1
33,18,1,13,48,0
62,4,11,2,81,0
68,18,33,16,39,1
61,14,12,25,12,1
33,4,36,24,15,0
24,0,13,0,87,0
2,10,32,22,21,0
54,9,48,9,60,1
39,8,24,27,6,0
6,0,11,13,48,0
29,13,32,13,48,1
26,19,41,23,18,1
18,4,8,10,57,0
95,5,1,16,39,0
54,11,6,13,48,0
19,16,13,25,12,0
12,2,46,9,60,0
67,6,15,4,75,0
47,10,19,12,51,0
14,19,23,26,9,0
90,12,2,10,57,1
30,5,21,28,3,0
23,13,3,15,42,0
41,8,49,15,42,1
8,13,39,12,51,0
22,0,7,19,30,0
25,1,47,17,36,0
63,16,39,25,12,1
2,4,42,17,36,0
59,8,18,5,72,0
